body,fake,source
States can now use Aadhaar data for their schemesState governments can use Aadhaar for schemes that are funded through the ‘Consolidated Fund of the State’. ,0,Economic Times
View: Arrested development or attention deficit?Government's economic policies will combine strident welfarism with tough love for businesses and markets.,0,Economic Times
"Committee setup to examine FDI issues in e-comm: Piyush GoyalA draft national e-commerce policy covering various areas of e-commerce, has been prepared and placed for comments in public domain. ",0,Economic Times
Finance Minister Nirmala Sitharaman introduces bill in Rajya Sabha for faster resolution of bad loansThe changes in the law are aimed at timely admission of applications and timely completion of the corporate insolvency resolution process. ,0,Economic Times
India jumps 5 places to 52nd rank in global innovation index 2019Commerce and Industry Minister Piyush Goyal released the Global Innovation Index (GII) rankings here.,0,Economic Times
"Facebook warns of costly privacy changes, discloses another U.S. probeThe outlook was the latest twist in a day of contrasting news for the world's largest social media company.",0,Economic Times
"Infosys board wants to monitor steps to bring down attritionThough the attrition rate at Infosys was 13-15% historically, it has spiked in the past one year. Firm maintains that while attrition is a concern, it’s not affecting services to clients.",0,Economic Times
"HP to invest $500 million for India growth​​HP said it would begin building a high-tech extension to its campus in Mahadevapura, in Bengaluru, that will be able to house more than 10,000 employees as well as state-ofthe-art R&D facilities. ",0,Economic Times
"India, China to pip US in tech innovations: SurveyThere is strong global consensus that if there is another world war, then it is likely to be a cyber war, said the survey by Bloomberg New Economy Forum.",0,Economic Times
"India's PC manufacturing capacity under-utilised up to 80% as per industry: Ravi Shankar PrasadThe hurdles include lack of adequate infrastructure, domestic supply chain and logistics, high cost of finance, inadequate components manufacturing base.",0,Economic Times
"Startek appoints Rajiv Ahuja as Global Chief Operating OfficerAhuja joins Startek from Convergys, where he previously served as SVP and country manager for India, China, Malaysia and Japan.",0,Economic Times
"Rising high, Sajid Javid named UK finance minister to guide Brexit economyThe 49-year-old son of Pakistani Muslim immigrant parents, Javid cut his teeth early in finance, becoming a vice president at U.S. Chase Manhattan Bank at the age of 25 and a minister just four years after entering parliament.",0,Economic Times
"North Korea fires short-range missiles in latest provocationBut those talks have yet to begin, and Pyongyang warned recently they could be derailed by Washington and Seoul's refusal to scrap military exercises scheduled for next month.",0,Economic Times
"Europe's record-setting heatwave to spike even higherParis was expected to see the mercury soar to as much as 41 or 42 degrees Celsius, breaking a 70-year-plus record of 40.4C.",0,Economic Times
"Tesla needs more time to turn profit; founding engineer steps downA quarterly loss was deeper than expected, and despite record deliveries in the quarter, revenue came in lighter than analysts' expectations.",0,Economic Times
Russia seeks to balance China in Far East; woos Indian investmentsChief Ministers of five Indian likely to visit the region ahead of Modi's trip to explore opportunities amid Moscow limiting scope of Chinese investments in Far East Russia.,0,Economic Times
"China warns of 'war' if Taiwan moves towards 'independence'Releasing a white paper, Chinese defence ministry spokesman Wu Qian said China would make its greatest effort for peaceful reunification of Taiwan with mainland China.",0,Economic Times
"NCP's Sachin Ahir, Chhagan Bhujbal likely to join Shiv SenaAhir, a former minister and ex-MLA, is the city chief of NCP and is believed to be quite popular amongst the youth.",0,Economic Times
"Government to reach out to opposition parties on RTI Amendment Bill, may contact Sonia GandhiThe government may contact former Congress president Sonia Gandhi also as she is leading the opposition parties, they said. ",0,Economic Times
"Amit Shah-led panel examines suggestions“The GoM undertook consultations with stakeholders and was examining various suggestions,” according to an MHA statement. ",0,Economic Times
"BJP to act once details are known: Gopal BhargavaThe voting was done in a wrong manner and the same should be investigated,” Bhargava told.",0,Economic Times
"Ex-commissioners slam move to amend RTIFormer commissioners Shailesh Gandhi, Yashovardhan Azad, Deepak Sandhu, MM Ansari, M Sridhar Acharyulu and Annapurna Dixit criticised the RTI (Amendment) Bill.",0,Economic Times
Yogi govt withdraws 75 cases related to Muzaffarnagar riotsThe local district authorities are now approaching the courts which will take a final call on these cases. ,0,Economic Times
"Traders bet on calendar spread as Nifty moves in a tight rangeA trading combination involving Nifty options is gaining prominence among savvy trading desks of institutional investors.

",0,Economic Times
"Nifty may find support at 5300 levelAs far as stock futures are concerned, we are very near to the highest-ever open interest with 195 crore shares in open interest. ",0,Economic Times
"Seven out of top 10 Asian small-cap funds are IndianAn analysis of 300 Asian small-cap schemes shows DSP BlackRock Micro Cap Fund leading the charge, delivering an 82% return over the past year.",0,Economic Times
"Inflation reflects growth dynamics in India: Christopher WoodIndia has inflation and it reflects the fundamental growth, Christopher Wood, equity strategist, CLSA, said at ET Now Mkt Summit-2010.

",0,Economic Times
"Market may trade in a range, but FIIs seen sold on IndiaMarket may see range-bound trading this week in the absence of any major trigger.",0,Economic Times
"'Don't bank only on price-to-earning ratio'Many experts believe that looking at PE ratio in isolation won’t help investors grasp realities of the mkt and higher valuation may not be the only deciding factor driving mkt. 
",0,Economic Times
Prabhudas Lilladher has a reduce rating on InfosysPrabhudas Lilladher has a ‘reduce’ rating on Infosys Technologies as it feels that the outlook for the company and the software industry is quite weak in the near-term.,0,Economic Times
Fin Crisis: Too late and too little done in USA crisis of $240 trillion cannot be stemmed with bailout packages of $1 to $10 trillion. 2008: Year of global financial crisis | Survive credit crisis | Ghosts of 1929,0,Economic Times
"Weak rupee takes its toll on cos with huge foreign debtThe falling rupee will severely affect the small companies, whereas the big ones will be impacted moderately. Get rid of Debt | Adopt correct investment strategies",0,Economic Times
"Wait for more signals before turning positiveAt the recent low of 12514 points, the Sensex has tested the 12800-12000-pts support zone and has since then attempted a corrective rally.",0,Economic Times
"Six Indian cos among BusinessWeek's top 100 Infotech firmsBusinessWeek's 'The Infotech 100', has ranked Bharti Airtel at the 21st position followed by Reddington India (55th) and RCom (66th). Successful business formula",0,Economic Times
Indian firms slip in global ranking; four move out of Top-50014 firms present in a new list of world's 500 most valued firms together seeing an erosion of about $150 billion in their market value in the first three months of this year.,0,Economic Times
"'Big Daddy' laps up Cipla after Q1 nos beat forecastShares of Cipla inched up on heavy volumes on Friday, after the company’s first quarter earnings beat the consensus estimate.",0,Economic Times
"Old Fox has dream run on Dalal StreetThe Old Fox of Dalal Street has been on a dream run since the past couple of weeks. On Friday, most stocks that he had been steadily building up positions in figured among key gainers of the day.",0,Economic Times
"Cairn India hits record high on BSE amid stake sale talksThe scrip, which was flat for most of the session, shot up in the final hour of trade on the Bombay Stock Exchange to settle with a net gain of 4.36 per cent at Rs 355.45.",0,Economic Times
"Vedanta plunges 5.59% on LSE amid talks to buy Cairn stakeIn the late afternoon session, the scrip was being traded at 20.61 pounds, down by 5.50 per cent on the LSE. Vedanta opened on a positive note, but soon swung into the red.",0,Economic Times
"SBI shares on gaining spree; hit record highIn the past two days, the scrip recorded a gain of over 9 per cent on the BSE, making its investors richer by a whopping Rs 15,000 crore.
",0,Economic Times
FM must rethinkTT Ram Mohan has rightly suggested that the tax-GDP ratio measures structural improvement. The FM must rethink his medium-term debtto-GDP target. ,0,Economic Times
Amalgamate banksFinancial inclusion and financial literacy will be the paramount objective while implementing reforms along with UID project to protect the interests of poor. ,0,Economic Times
"Managing dataThis refers to your edit ‘A welcome quest’ (ET, Oct 8). It is imperative to have a strong database.",0,Economic Times
"Right technologyApropos of ‘The climate conundrum’ (ET, Oct 9), Mukul Sanwal rightly suggests that developing countries should lead in setting the agenda for global technological cooperation.",0,Economic Times
ET SearchRupee#CAD#Economic crisis#Food Bill,0,Economic Times
"After the Oscars, what's next for silent stars of The Artist?The team behind The Artist will have spent the first day of the rest of their lives conforming to the grandest, and most lucrative, of Hollywood traditions. ",0,Economic Times
"Delhi World Book fair: A fair like no otherIt's the World Book fair, which comes around once every two years sprawling across the giant halls of Pragati Maidan.  This is the fair's 20th edition.",0,Economic Times
"Indian gift makes its way to State Department exhibitionAn elephant figurine gifted by the then HM LK Advani to US Secretary of State Colin Powell in 2002, has made its way to the State Department hall.",0,Economic Times
"IMD to use dynamic models for forecastsStatistical models used by IMD will still be used for monsoon forecast, but the ministry of earth sciences is putting more emphasis on dynamic models.",0,Economic Times
"Docs reveal contents of first wire msg between India & EngNewly discovered documents have revealed the first telegraph messages and joy when England was linked for the first time with India on 23 June, 1870. ",0,Economic Times
Worried Amitabh Bachchan fans pray to Lord Shiva for his recoveryHundreds of worried fans of ailing Bollywood megastar Amitabh Bachchan today performed a yagna here to pray for his speedy recovery.,0,Economic Times
"Every decision of government needn’t be a big reform: Anand Mahindra""The fact that we are the world’s largest democracy and we are all aware that power and a role in global affairs for a nation comes from economic strength.""",0,Economic Times
"Narendra Modi has his eyes set on boosting business: Joao Cravinho, EU AmbassadorAmbassador Joao Cravinho, head of the EU delegation, led Ambassadors of various European countries to a quiet lunch with Modi at the capital last year.",0,Economic Times
"Confidence level of industry improving: KV Kamath, ICICI Bank""It is the collective wisdom of the marketplace that there is action and we will move with speed. That improves the confidence level of industry.""",0,Economic Times
"We may see rapid growth over the next few years: Raamdeo AgrawalDirectives from the Centre have to be executed at the state level. So, there are many things that are not in Modi’s hands, says Raamdeo Agrawal.",0,Economic Times
"Our commitment for press freedom, and autonomy of public broadcast is absolute: Prakash Javadekar""Now there is a stage three and stage four of digitisation, we will take a call on this only after taking all things into account.""",0,Economic Times
"There is a leadership vacuum in Infosys, time to get Nandan Nilekani back: Mohandas Pai""There is a leadership vacuum in the company, because they made the wrong choice of CEO three years ago and that is playing out right now.""",0,Economic Times
"Sensex, Nifty hit lifetime highs: Top factors that fuelled the rallyWeak auto sales numbers and GDP data failed to stop Sensex from rallying over 450 points.",0,Economic Times
"Contra bets: 4 themes that may deliver high returns despite risksIf things go in favour of these sectors in the foreseeable future, they can offer high returns.
",0,Economic Times
"Lupin, Havells among 11 stocks that can give solid returns in 2-3 weeksAnalysts said one must execute trades with caution in this market.",0,Economic Times
"Maruti, TaMo May sales plunge, but stocks hold the ground, why?Tata Motors’ domestic PV volumes declined 38%, domestic volumes of Honda fell 28% in May.",0,Economic Times
"Sell in May, play in June! Hot summer is about cool returnsIn last 20 years, the BSE Sensex has ended June with gains on 14 occasions.",0,Economic Times
Modi win makes rupee double-edged sword for central bankThe rupee is emerging as Asia’s top performer in the past three months.,0,Economic Times
"Alfa raises delisting price to Rs 2,850 a shareAlfa Laval (India) today said its parent firm has raised the delisting offer price to Rs 2,850 a share.
",0,Economic Times
"DB Realty, Unitech stocks roseThe stocks of DB Realty and Unitech rose after top executives of these companies were granted bail in the 2G scam case. ",0,Economic Times
Fitch withdraws Reliance Capital ratingsFitch on Friday said it has withdrawn the ratings on Reliance Capital as the company has decided to stop participating.,0,Economic Times
"'Discoms' poor fin health poses risks for traders'The poor financial health of state electricity boards could pose significant business risks for power traders in the country, says Fitch.
",0,Economic Times
"Cigarette cos shares outperform benchmark SensexShares of cigarette companies have rallied over the past one month, with ITC, Godfrey Philips and VST Industries hitting record highs. ",0,Economic Times
"Lovable Lingerie's dream run on as traders lap it upLovable Lingerie is 3rd-best performing stock among companies listed this year, with it doubling in value, as traders bet it could repeat performance of Page Indus.",0,Economic Times
